DonorId,LastDonationDate,Recency,Frequency,Monetary,RecencyScore,FrequencyScore,MonetaryScore,RFM_Score,RFM_Segment,RFM_Customer_Segment
35396,30/06/2012,2620,4,7020,2,1,1,4,Low-Value,Can't Lose
35397,15/06/2019,79,34,78150,5,1,1,7,High-Value,Potential Loyalists
35398,28/04/2011,3049,1,2250,1,1,1,3,Low-Value,Lost
35400,02/12/2017,639,13,32760,5,1,1,7,High-Value,Potential Loyalists
35401,31/12/2012,2436,3,5228.8,2,1,1,4,Low-Value,Can't Lose
35402,14/12/2013,2088,2,4000,2,1,1,4,Low-Value,Can't Lose
35403,12/12/2017,629,41,153570.54,5,1,1,7,High-Value,Potential Loyalists
35404,13/05/2019,112,7,17260,5,1,1,7,High-Value,Potential Loyalists
35405,01/01/2019,244,23,48520,5,1,1,7,High-Value,Potential Loyalists
35406,30/09/2013,2163,2,3800,2,1,1,4,Low-Value,Can't Lose
35407,04/12/2013,2098,3,9097.24,2,1,1,4,Low-Value,Can't Lose
35408,28/09/2017,704,7,12600,4,1,1,6,Mid-Value,Potential Loyalists
35409,28/09/2016,1069,17,38100,4,1,1,6,Mid-Value,Potential Loyalists
35410,28/12/2015,1344,6,10500,4,1,1,6,Mid-Value,Potential Loyalists
35411,31/12/2014,1706,7,16700,3,1,1,5,Low-Value,At Risk Customers
35412,30/06/2011,2986,1,2000,1,1,1,3,Low-Value,Lost
35413,30/09/2014,1798,5,10050,3,1,1,5,Low-Value,At Risk Customers
35414,27/09/2017,705,8,14650,4,1,1,6,Mid-Value,Potential Loyalists
35415,17/03/2019,169,13,25370,5,1,1,7,High-Value,Potential Loyalists
35416,30/06/2015,1525,4,8750,3,1,1,5,Low-Value,At Risk Customers
35417,02/09/2017,730,7,12800,4,1,1,6,Mid-Value,Potential Loyalists
35418,31/12/2013,2071,11,20911.35,2,1,1,4,Low-Value,Can't Lose
35419,11/10/2016,1056,11,25658,4,1,1,6,Mid-Value,Potential Loyalists
35420,26/09/2016,1071,7,12548.2,4,1,1,6,Mid-Value,Potential Loyalists
35421,26/05/2011,3021,1,1640,1,1,1,3,Low-Value,Lost
35422,31/12/2011,2802,2,3120,1,1,1,3,Low-Value,Lost
35423,25/12/2017,616,4,6430.91,5,1,1,7,High-Value,Potential Loyalists
35424,30/04/2011,3047,1,10598,1,1,1,3,Low-Value,Lost
35425,08/04/2011,3069,1,8816.8,1,1,1,3,Low-Value,Lost
35426,28/06/2019,66,53,141239.96,5,1,1,7,High-Value,Potential Loyalists
35427,30/06/2011,2986,1,2554.5,1,1,1,3,Low-Value,Lost
35428,28/10/2018,309,21,60073,5,1,1,7,High-Value,Potential Loyalists
35429,30/06/2011,2986,1,1895,1,1,1,3,Low-Value,Lost
35430,30/06/2011,2986,1,1680,1,1,1,3,Low-Value,Lost
35431,01/09/2017,731,12,20350.01,4,1,1,6,Mid-Value,Potential Loyalists
35432,10/04/2018,510,11,27126.07,5,1,1,7,High-Value,Potential Loyalists
35433,31/12/2013,2071,10,103227.57,2,1,1,4,Low-Value,Can't Lose
36324,04/05/2011,3043,1,1600,1,1,1,3,Low-Value,Lost
36325,01/06/2011,3015,1,3000,1,1,1,3,Low-Value,Lost
36326,18/11/2014,1749,2,15000,3,1,1,5,Low-Value,At Risk Customers
36327,11/05/2011,3036,2,5000,1,1,1,3,Low-Value,Lost
36328,07/04/2011,3070,1,7200,1,1,1,3,Low-Value,Lost
36329,30/04/2019,125,21,85314.17,5,1,1,7,High-Value,Potential Loyalists
36330,28/04/2011,3049,1,2950,1,1,1,3,Low-Value,Lost
36331,12/05/2011,3035,1,3000,1,1,1,3,Low-Value,Lost
36332,04/04/2011,3073,1,2500,1,1,1,3,Low-Value,Lost
36333,04/04/2011,3073,1,5000,1,1,1,3,Low-Value,Lost
36334,29/03/2011,3079,1,1950,1,1,1,3,Low-Value,Lost
36335,06/05/2011,3041,1,19000,1,1,1,3,Low-Value,Lost
36336,29/02/2012,2742,2,4500,1,1,1,3,Low-Value,Lost
36337,24/07/2017,770,3,10500,4,1,1,6,Mid-Value,Potential Loyalists
36338,07/06/2011,3009,1,5000,1,1,1,3,Low-Value,Lost
36339,26/06/2012,2624,2,5000,2,1,1,4,Low-Value,Can't Lose
36340,16/01/2015,1690,5,32750,3,1,1,5,Low-Value,At Risk Customers
36341,24/01/2018,586,10,38400,5,1,1,7,High-Value,Potential Loyalists
36342,25/05/2011,3022,2,12939,1,1,1,3,Low-Value,Lost
36343,29/01/2015,1677,5,55000,3,1,1,5,Low-Value,At Risk Customers
36344,16/02/2015,1659,1,10000,3,1,1,5,Low-Value,At Risk Customers
36345,30/09/2011,2894,1,800,1,1,1,3,Low-Value,Lost
36347,16/02/2015,1659,5,100000,3,1,1,5,Low-Value,At Risk Customers
36348,23/07/2014,1867,5,41000,3,1,1,5,Low-Value,At Risk Customers
36349,15/01/2016,1326,9,84934.36,4,1,1,6,Mid-Value,Potential Loyalists
36350,01/04/2019,154,8,55500,5,1,1,7,High-Value,Potential Loyalists
36351,30/08/2012,2559,2,28600,2,1,1,4,Low-Value,Can't Lose
36352,08/05/2017,847,20,65500,4,1,1,6,Mid-Value,Potential Loyalists
36353,17/05/2017,838,12,79276,4,1,1,6,Mid-Value,Potential Loyalists
36354,03/06/2011,3013,1,15000,1,1,1,3,Low-Value,Lost
36355,28/03/2019,158,19,132250,5,1,1,7,High-Value,Potential Loyalists
36358,21/06/2011,2995,1,10000,1,1,1,3,Low-Value,Lost
36359,16/05/2017,839,4,48000,4,1,1,6,Mid-Value,Potential Loyalists
36360,24/06/2011,2992,1,13800,1,1,1,3,Low-Value,Lost
36362,06/06/2019,88,4,9500,5,1,1,7,High-Value,Potential Loyalists
36365,25/05/2011,3022,1,11000,1,1,1,3,Low-Value,Lost
36366,08/06/2015,1547,6,51000,3,1,1,5,Low-Value,At Risk Customers
36367,01/06/2016,1188,6,34811,4,1,1,6,Mid-Value,Potential Loyalists
36368,24/09/2014,1804,3,30000,3,1,1,5,Low-Value,At Risk Customers
36369,12/04/2012,2699,1,17500,2,1,1,4,Low-Value,Can't Lose
36370,06/06/2018,453,11,106500,5,1,1,7,High-Value,Potential Loyalists
36371,13/05/2011,3034,1,10000,1,1,1,3,Low-Value,Lost
36372,03/02/2015,1672,1,20000,3,1,1,5,Low-Value,At Risk Customers
36374,12/04/2012,2699,2,30000,2,1,1,4,Low-Value,Can't Lose
36375,05/01/2015,1701,7,94272,3,1,1,5,Low-Value,At Risk Customers
36376,26/08/2011,2929,3,18000,1,1,1,3,Low-Value,Lost
36377,01/04/2016,1249,5,24271.24,4,1,1,6,Mid-Value,Potential Loyalists
36378,30/08/2018,368,12,103136.88,5,1,1,7,High-Value,Potential Loyalists
36379,22/07/2011,2964,1,8500,1,1,1,3,Low-Value,Lost
36380,17/06/2011,2999,1,16730,1,1,1,3,Low-Value,Lost
36381,24/03/2015,1623,4,35000,3,1,1,5,Low-Value,At Risk Customers
36382,21/01/2015,1685,1,5000,3,1,1,5,Low-Value,At Risk Customers
36383,06/10/2015,1427,2,21000,3,1,1,5,Low-Value,At Risk Customers
36384,21/11/2017,650,15,66432.79,5,1,1,7,High-Value,Potential Loyalists
36385,18/09/2015,1445,3,30000,3,1,1,5,Low-Value,At Risk Customers
36386,02/04/2015,1614,1,10000,3,1,1,5,Low-Value,At Risk Customers
36388,17/06/2019,77,12,102473.25,5,1,1,7,High-Value,Potential Loyalists
36390,26/02/2015,1649,1,1000,3,1,1,5,Low-Value,At Risk Customers
36392,24/09/2014,1804,2,9360,3,1,1,5,Low-Value,At Risk Customers
36393,25/05/2012,2656,1,10000,2,1,1,4,Low-Value,Can't Lose
36394,23/10/2014,1775,4,8587.5,3,1,1,5,Low-Value,At Risk Customers
36395,14/09/2017,718,22,190718.3,4,1,2,7,High-Value,Potential Loyalists
36396,04/05/2011,3043,1,15500,1,1,1,3,Low-Value,Lost
36397,27/12/2017,614,8,84028.8,5,1,1,7,High-Value,Potential Loyalists
36398,29/06/2017,795,9,46200,4,1,1,6,Mid-Value,Potential Loyalists
36399,03/05/2011,3044,1,22000,1,1,1,3,Low-Value,Lost
36402,05/06/2017,819,21,93740,4,1,1,6,Mid-Value,Potential Loyalists
36403,21/04/2011,3056,1,10040,1,1,1,3,Low-Value,Lost
36405,19/11/2018,287,16,105012,5,1,1,7,High-Value,Potential Loyalists
36406,04/05/2011,3043,2,12000,1,1,1,3,Low-Value,Lost
36408,15/02/2018,564,7,70000,5,1,1,7,High-Value,Potential Loyalists
36409,04/10/2018,333,30,211259.24,5,1,2,8,High-Value,Potential Loyalists
36410,22/10/2015,1411,10,73468.4,3,1,1,5,Low-Value,At Risk Customers
36411,25/11/2011,2838,3,11612,1,1,1,3,Low-Value,Lost
36412,24/05/2013,2292,2,13700,2,1,1,4,Low-Value,Can't Lose
36413,11/04/2019,144,9,92133,5,1,1,7,High-Value,Potential Loyalists
36414,05/04/2013,2341,4,39195.88,2,1,1,4,Low-Value,Can't Lose
36415,08/04/2018,512,5,37500,5,1,1,7,High-Value,Potential Loyalists
36417,12/05/2017,843,2,14000,4,1,1,6,Mid-Value,Potential Loyalists
36418,07/04/2017,878,10,55600,4,1,1,6,Mid-Value,Potential Loyalists
36419,05/05/2017,850,7,68566.19,4,1,1,6,Mid-Value,Potential Loyalists
36420,08/09/2011,2916,2,12250,1,1,1,3,Low-Value,Lost
36421,21/04/2015,1595,2,4500,3,1,1,5,Low-Value,At Risk Customers
36422,17/05/2011,3030,1,4540,1,1,1,3,Low-Value,Lost
36423,21/03/2019,165,33,62907.02,5,1,1,7,High-Value,Potential Loyalists
36424,06/12/2011,2827,4,23000,1,1,1,3,Low-Value,Lost
36425,21/04/2011,3056,1,2000,1,1,1,3,Low-Value,Lost
36426,11/10/2012,2517,2,20000,2,1,1,4,Low-Value,Can't Lose
36427,16/05/2016,1204,3,26600,4,1,1,6,Mid-Value,Potential Loyalists
36428,11/05/2011,3036,1,3000,1,1,1,3,Low-Value,Lost
36429,21/04/2011,3056,1,2000,1,1,1,3,Low-Value,Lost
36430,16/10/2013,2147,2,10000,2,1,1,4,Low-Value,Can't Lose
36431,17/05/2017,838,2,3750,4,1,1,6,Mid-Value,Potential Loyalists
36432,19/04/2017,866,7,42300,4,1,1,6,Mid-Value,Potential Loyalists
36433,28/04/2011,3049,1,5000,1,1,1,3,Low-Value,Lost
36434,07/06/2011,3009,1,1680,1,1,1,3,Low-Value,Lost
36435,04/04/2011,3073,1,2000,1,1,1,3,Low-Value,Lost
36436,12/12/2017,629,51,207517.92,5,1,2,8,High-Value,Potential Loyalists
36437,26/05/2011,3021,1,2500,1,1,1,3,Low-Value,Lost
36438,05/05/2017,850,9,25000,4,1,1,6,Mid-Value,Potential Loyalists
36439,26/05/2011,3021,1,2000,1,1,1,3,Low-Value,Lost
36441,10/06/2019,84,5,10000,5,1,1,7,High-Value,Potential Loyalists
36442,21/06/2011,2995,1,5000,1,1,1,3,Low-Value,Lost
36443,05/09/2014,1823,2,10000,3,1,1,5,Low-Value,At Risk Customers
36444,09/05/2017,846,6,17925.15,4,1,1,6,Mid-Value,Potential Loyalists
36445,24/03/2015,1623,4,18550,3,1,1,5,Low-Value,At Risk Customers
36446,18/03/2019,168,2,3985,5,1,1,7,High-Value,Potential Loyalists
36447,03/06/2011,3013,2,4398.25,1,1,1,3,Low-Value,Lost
36448,09/07/2012,2611,2,10000,2,1,1,4,Low-Value,Can't Lose
36449,27/06/2019,67,10,73660,5,1,1,7,High-Value,Potential Loyalists
36450,16/10/2014,1782,8,14000,3,1,1,5,Low-Value,At Risk Customers
36451,13/01/2014,2058,2,8000,2,1,1,4,Low-Value,Can't Lose
36452,04/06/2019,90,32,204050,5,1,2,8,High-Value,Potential Loyalists
36453,14/12/2012,2453,2,7000,2,1,1,4,Low-Value,Can't Lose
36454,17/10/2018,320,13,85550,5,1,1,7,High-Value,Potential Loyalists
36455,28/06/2011,2988,1,5000,1,1,1,3,Low-Value,Lost
36456,20/04/2011,3057,1,5000,1,1,1,3,Low-Value,Lost
36457,15/04/2011,3062,1,10000,1,1,1,3,Low-Value,Lost
36458,23/10/2014,1775,3,7587.5,3,1,1,5,Low-Value,At Risk Customers
36459,13/05/2011,3034,1,2000,1,1,1,3,Low-Value,Lost
36460,23/08/2013,2201,3,15000,2,1,1,4,Low-Value,Can't Lose
36461,13/01/2011,3154,1,2000,1,1,1,3,Low-Value,Lost
36462,01/06/2011,3015,2,2636.5,1,1,1,3,Low-Value,Lost
36463,25/11/2010,3203,1,5000,1,1,1,3,Low-Value,Lost
36464,09/06/2011,3007,1,9395,1,1,1,3,Low-Value,Lost
36465,21/10/2011,2873,3,9996.8,1,1,1,3,Low-Value,Lost
36466,09/05/2011,3038,1,2668,1,1,1,3,Low-Value,Lost
36467,20/03/2019,166,49,273400.78,5,1,2,8,High-Value,Potential Loyalists
36469,05/04/2011,3072,1,3466.5,1,1,1,3,Low-Value,Lost
36470,05/06/2014,1915,6,12345.08,3,1,1,5,Low-Value,At Risk Customers
36471,14/07/2011,2972,2,5300,1,1,1,3,Low-Value,Lost
36472,13/04/2016,1237,4,9188,4,1,1,6,Mid-Value,Potential Loyalists
36607,15/01/2014,2056,2,14712.4,2,1,1,4,Low-Value,Can't Lose
36608,13/12/2012,2454,5,35000,2,1,1,4,Low-Value,Can't Lose
36609,12/12/2014,1725,3,6269.6,3,1,1,5,Low-Value,At Risk Customers
36610,06/06/2011,3010,2,4000,1,1,1,3,Low-Value,Lost
36611,14/03/2016,1267,8,16485,4,1,1,6,Mid-Value,Potential Loyalists
36612,08/12/2017,633,8,39000,5,1,1,7,High-Value,Potential Loyalists
36613,30/06/2011,2986,1,3500,1,1,1,3,Low-Value,Lost
36614,16/05/2012,2665,6,10873.29,2,1,1,4,Low-Value,Can't Lose
36615,10/04/2015,1606,3,7000,3,1,1,5,Low-Value,At Risk Customers
36616,13/05/2011,3034,1,2800,1,1,1,3,Low-Value,Lost
36617,31/12/2014,1706,10,27043.57,3,1,1,5,Low-Value,At Risk Customers
36618,05/05/2015,1581,2,6334,3,1,1,5,Low-Value,At Risk Customers
36619,21/06/2011,2995,1,7500,1,1,1,3,Low-Value,Lost
36620,01/11/2011,2862,3,15000,1,1,1,3,Low-Value,Lost
36621,11/05/2011,3036,1,2500,1,1,1,3,Low-Value,Lost
36623,13/05/2011,3034,1,2000,1,1,1,3,Low-Value,Lost
36624,08/04/2014,1973,3,11000,3,1,1,5,Low-Value,At Risk Customers
36625,30/03/2016,1251,14,37500,4,1,1,6,Mid-Value,Potential Loyalists
36626,13/06/2014,1907,5,19320,3,1,1,5,Low-Value,At Risk Customers
36627,10/03/2014,2002,2,7800,3,1,1,5,Low-Value,At Risk Customers
36628,04/05/2011,3043,1,10000,1,1,1,3,Low-Value,Lost
36629,11/04/2011,3066,1,2000,1,1,1,3,Low-Value,Lost
36630,03/05/2011,3044,1,2400,1,1,1,3,Low-Value,Lost
36631,15/10/2014,1783,14,128564.52,3,1,1,5,Low-Value,At Risk Customers
36632,28/04/2015,1588,25,71918.68,3,1,1,5,Low-Value,At Risk Customers
36633,25/07/2011,2961,2,4800,1,1,1,3,Low-Value,Lost
36634,01/06/2011,3015,1,4000,1,1,1,3,Low-Value,Lost
36635,01/06/2011,3015,1,4000,1,1,1,3,Low-Value,Lost
36636,14/04/2011,3063,1,1663.84,1,1,1,3,Low-Value,Lost
36637,23/12/2016,983,11,31200,4,1,1,6,Mid-Value,Potential Loyalists
36638,01/05/2013,2315,3,24775.46,2,1,1,4,Low-Value,Can't Lose
36639,01/04/2011,3076,1,15455.61,1,1,1,3,Low-Value,Lost
36640,01/08/2011,2954,2,4000,1,1,1,3,Low-Value,Lost
36641,15/10/2014,1783,6,40745.74,3,1,1,5,Low-Value,At Risk Customers
36642,25/03/2012,2717,3,3964.07,2,1,1,4,Low-Value,Can't Lose
36643,24/06/2011,2992,1,5000,1,1,1,3,Low-Value,Lost
36644,07/04/2011,3070,1,2000,1,1,1,3,Low-Value,Lost
36645,10/04/2012,2701,4,7980,2,1,1,4,Low-Value,Can't Lose
36646,04/04/2011,3073,1,5000,1,1,1,3,Low-Value,Lost
36647,07/04/2011,3070,1,12500,1,1,1,3,Low-Value,Lost
36648,12/12/2014,1725,11,64982.5,3,1,1,5,Low-Value,At Risk Customers
36649,27/10/2016,1040,21,127740.25,4,1,1,6,Mid-Value,Potential Loyalists
36650,20/06/2011,2996,1,10800,1,1,1,3,Low-Value,Lost
36652,31/05/2011,3016,1,10000,1,1,1,3,Low-Value,Lost
36653,01/01/2019,244,16,45099.65,5,1,1,7,High-Value,Potential Loyalists
36654,31/12/2015,1341,12,28000,4,1,1,6,Mid-Value,Potential Loyalists
36655,01/07/2013,2254,7,11550,2,1,1,4,Low-Value,Can't Lose
36656,25/04/2011,3052,1,3500,1,1,1,3,Low-Value,Lost
36657,06/05/2016,1214,2,6764.17,4,1,1,6,Mid-Value,Potential Loyalists
36658,17/12/2015,1355,4,13030,4,1,1,6,Mid-Value,Potential Loyalists
36659,01/01/2013,2435,3,40500,2,1,1,4,Low-Value,Can't Lose
36660,31/12/2014,1706,16,185963.15,3,1,2,6,Mid-Value,Potential Loyalists
36670,29/04/2016,1221,1,2000,4,1,1,6,Mid-Value,Potential Loyalists
36678,05/05/2011,3042,1,21149.67,1,1,1,3,Low-Value,Lost
36686,10/08/2011,2945,1,5000,1,1,1,3,Low-Value,Lost
36687,10/08/2011,2945,1,3000,1,1,1,3,Low-Value,Lost
36688,10/08/2011,2945,1,2000,1,1,1,3,Low-Value,Lost
36689,10/08/2011,2945,1,5000,1,1,1,3,Low-Value,Lost
36690,10/08/2011,2945,1,2000,1,1,1,3,Low-Value,Lost
36691,18/08/2011,2937,1,2000,1,1,1,3,Low-Value,Lost
36692,18/08/2011,2937,1,2000,1,1,1,3,Low-Value,Lost
36693,18/08/2011,2937,1,2000,1,1,1,3,Low-Value,Lost
36694,18/08/2011,2937,1,7500,1,1,1,3,Low-Value,Lost
36700,28/07/2011,2958,1,15000,1,1,1,3,Low-Value,Lost
36701,15/05/2015,1571,4,24000,3,1,1,5,Low-Value,At Risk Customers
36702,20/07/2011,2966,1,1692,1,1,1,3,Low-Value,Lost
36705,07/03/2011,3101,1,3798,1,1,1,3,Low-Value,Lost
36712,19/08/2011,2936,1,5000,1,1,1,3,Low-Value,Lost
36718,29/07/2011,2957,1,11000,1,1,1,3,Low-Value,Lost
36719,17/05/2019,108,11,31491,5,1,1,7,High-Value,Potential Loyalists
36720,31/08/2012,2558,2,7303,2,1,1,4,Low-Value,Can't Lose
36721,16/05/2017,839,8,65000,4,1,1,6,Mid-Value,Potential Loyalists
36722,01/08/2014,1858,2,11000,3,1,1,5,Low-Value,At Risk Customers
36730,25/08/2011,2930,2,1875,1,1,1,3,Low-Value,Lost
36731,02/12/2011,2831,2,16000,1,1,1,3,Low-Value,Lost
36732,06/08/2011,2949,2,2000,1,1,1,3,Low-Value,Lost
36733,06/10/2011,2888,1,2500,1,1,1,3,Low-Value,Lost
36734,14/10/2011,2880,1,5000,1,1,1,3,Low-Value,Lost
36736,25/08/2011,2930,1,3338,1,1,1,3,Low-Value,Lost
36737,21/09/2011,2903,1,3000,1,1,1,3,Low-Value,Lost
36739,07/09/2011,2917,1,3510.18,1,1,1,3,Low-Value,Lost
36743,24/09/2011,2900,1,3000,1,1,1,3,Low-Value,Lost
36747,01/10/2011,2893,1,5020.32,1,1,1,3,Low-Value,Lost
36755,16/03/2012,2726,1,5000,1,1,1,3,Low-Value,Lost
36757,09/02/2012,2762,1,7803.79,1,1,1,3,Low-Value,Lost
37373,19/12/2014,1718,6,21000,3,1,1,5,Low-Value,At Risk Customers
37374,30/09/2011,2894,2,2232,1,1,1,3,Low-Value,Lost
37375,28/09/2017,704,11,23675,4,1,1,6,Mid-Value,Potential Loyalists
37376,04/05/2017,851,3,8010,4,1,1,6,Mid-Value,Potential Loyalists
37377,31/12/2013,2071,2,3172,2,1,1,4,Low-Value,Can't Lose
37378,01/11/2012,2496,3,6299,2,1,1,4,Low-Value,Can't Lose
37379,06/12/2017,635,6,10748,5,1,1,7,High-Value,Potential Loyalists
37380,05/06/2019,89,13,32285.65,5,1,1,7,High-Value,Potential Loyalists
37381,04/08/2011,2951,1,3283,1,1,1,3,Low-Value,Lost
37382,30/09/2011,2894,2,30000,1,1,1,3,Low-Value,Lost
37383,21/07/2015,1504,9,18717.26,3,1,1,5,Low-Value,At Risk Customers
37384,05/09/2017,727,12,27365.99,4,1,1,6,Mid-Value,Potential Loyalists
37385,30/09/2013,2163,3,6030,2,1,1,4,Low-Value,Can't Lose
37386,30/09/2011,2894,1,1729.89,1,1,1,3,Low-Value,Lost
37387,31/03/2012,2711,2,3000,2,1,1,4,Low-Value,Can't Lose
37388,30/09/2011,2894,1,1623.42,1,1,1,3,Low-Value,Lost
37389,28/06/2017,796,5,8729,4,1,1,6,Mid-Value,Potential Loyalists
37390,31/12/2014,1706,4,6485,3,1,1,5,Low-Value,At Risk Customers
37391,01/06/2017,823,8,23012,4,1,1,6,Mid-Value,Potential Loyalists
37392,01/09/2017,731,12,19425,4,1,1,6,Mid-Value,Potential Loyalists
37393,30/09/2011,2894,1,1611,1,1,1,3,Low-Value,Lost
37394,30/09/2011,2894,1,1800,1,1,1,3,Low-Value,Lost
37395,31/12/2012,2436,2,3780,2,1,1,4,Low-Value,Can't Lose
37396,01/09/2015,1462,7,14219,3,1,1,5,Low-Value,At Risk Customers
37397,02/09/2017,730,7,15665,4,1,1,6,Mid-Value,Potential Loyalists
37398,25/03/2011,3083,1,2000,1,1,1,3,Low-Value,Lost
37399,30/06/2011,2986,1,2000,1,1,1,3,Low-Value,Lost
37400,30/06/2011,2986,1,3500,1,1,1,3,Low-Value,Lost
37401,03/12/2017,638,2,5800,5,1,1,7,High-Value,Potential Loyalists
37402,25/03/2011,3083,1,5000,1,1,1,3,Low-Value,Lost
37403,21/02/2019,193,3,9500,5,1,1,7,High-Value,Potential Loyalists
37404,30/09/2012,2528,2,3768,2,1,1,4,Low-Value,Can't Lose
37405,30/09/2013,2163,6,11797.52,2,1,1,4,Low-Value,Can't Lose
37406,28/12/2017,613,8,21350,5,1,1,7,High-Value,Potential Loyalists
37407,30/09/2014,1798,6,10627.45,3,1,1,5,Low-Value,At Risk Customers
37408,02/12/2017,639,4,7400,5,1,1,7,High-Value,Potential Loyalists
37409,27/02/2012,2744,2,5750,1,1,1,3,Low-Value,Lost
37410,30/09/2011,2894,1,1980,1,1,1,3,Low-Value,Lost
37411,03/09/2014,1825,4,9000,3,1,1,5,Low-Value,At Risk Customers
37412,05/12/2016,1001,4,6600,4,1,1,6,Mid-Value,Potential Loyalists
37413,11/03/2018,540,7,13475,5,1,1,7,High-Value,Potential Loyalists
37414,01/09/2015,1462,9,16459,3,1,1,5,Low-Value,At Risk Customers
37415,24/11/2018,282,6,26461.4,5,1,1,7,High-Value,Potential Loyalists
37416,27/05/2016,1193,9,55164.9,4,1,1,6,Mid-Value,Potential Loyalists
37417,30/04/2019,125,17,34782,5,1,1,7,High-Value,Potential Loyalists
37418,30/09/2011,2894,1,1919.5,1,1,1,3,Low-Value,Lost
37419,30/09/2011,2894,1,1800,1,1,1,3,Low-Value,Lost
37420,02/12/2017,639,7,12611,5,1,1,7,High-Value,Potential Loyalists
37421,31/12/2014,1706,3,5600,3,1,1,5,Low-Value,At Risk Customers
37422,22/08/2013,2202,2,14950,2,1,1,4,Low-Value,Can't Lose
37423,30/09/2013,2163,9,16606.35,2,1,1,4,Low-Value,Can't Lose
37424,05/09/2017,727,4,9520,4,1,1,6,Mid-Value,Potential Loyalists
37425,30/06/2015,1525,8,13900,3,1,1,5,Low-Value,At Risk Customers
37426,28/12/2017,613,8,14300,5,1,1,7,High-Value,Potential Loyalists
37427,28/09/2017,704,16,30079,4,1,1,6,Mid-Value,Potential Loyalists
37428,03/09/2017,729,7,12000,4,1,1,6,Mid-Value,Potential Loyalists
37429,28/09/2017,704,8,14000,4,1,1,6,Mid-Value,Potential Loyalists
37430,30/09/2014,1798,4,7000,3,1,1,5,Low-Value,At Risk Customers
37431,30/09/2014,1798,4,8641.15,3,1,1,5,Low-Value,At Risk Customers
37432,22/09/2017,710,7,12453.37,4,1,1,6,Mid-Value,Potential Loyalists
37433,28/12/2017,613,4,7600,5,1,1,7,High-Value,Potential Loyalists
37434,30/09/2014,1798,4,7000,3,1,1,5,Low-Value,At Risk Customers
37435,28/09/2017,704,7,12400,4,1,1,6,Mid-Value,Potential Loyalists
37436,28/12/2015,1344,5,11000,4,1,1,6,Mid-Value,Potential Loyalists
37437,05/09/2017,727,9,15890,4,1,1,6,Mid-Value,Potential Loyalists
37438,28/09/2017,704,11,46500,4,1,1,6,Mid-Value,Potential Loyalists
37439,28/12/2015,1344,5,9800,4,1,1,6,Mid-Value,Potential Loyalists
37440,30/09/2014,1798,4,7200,3,1,1,5,Low-Value,At Risk Customers
37441,30/09/2014,1798,4,7612.5,3,1,1,5,Low-Value,At Risk Customers
37442,30/09/2011,2894,1,1800,1,1,1,3,Low-Value,Lost
37443,28/09/2017,704,7,12600,4,1,1,6,Mid-Value,Potential Loyalists
37444,30/09/2014,1798,4,7200,3,1,1,5,Low-Value,At Risk Customers
37445,28/12/2017,613,3,5475,5,1,1,7,High-Value,Potential Loyalists
37446,28/09/2017,704,14,33319.6,4,1,1,6,Mid-Value,Potential Loyalists
37447,28/09/2017,704,12,27995,4,1,1,6,Mid-Value,Potential Loyalists
37448,10/03/2011,3098,1,2000,1,1,1,3,Low-Value,Lost
37449,31/12/2011,2802,4,14050,1,1,1,3,Low-Value,Lost
37450,20/08/2011,2935,1,7000,1,1,1,3,Low-Value,Lost
37451,30/09/2013,2163,2,3870,2,1,1,4,Low-Value,Can't Lose
37452,31/12/2012,2436,2,3868.65,2,1,1,4,Low-Value,Can't Lose
37453,30/06/2015,1525,7,13170,3,1,1,5,Low-Value,At Risk Customers
37454,31/12/2011,2802,2,3287.99,1,1,1,3,Low-Value,Lost
37455,31/12/2010,3167,1,2010,1,1,1,3,Low-Value,Lost
37456,30/06/2010,3351,1,2119.98,1,1,1,3,Low-Value,Lost
37457,30/03/2011,3078,1,3091.48,1,1,1,3,Low-Value,Lost
37458,15/03/2017,901,7,62500,4,1,1,6,Mid-Value,Potential Loyalists
37459,30/09/2012,2528,2,3600,2,1,1,4,Low-Value,Can't Lose
37460,31/12/2014,1706,4,6618,3,1,1,5,Low-Value,At Risk Customers
37461,23/10/2018,314,3,9000,5,1,1,7,High-Value,Potential Loyalists
37462,31/12/2011,2802,2,3000,1,1,1,3,Low-Value,Lost
37463,02/06/2016,1187,3,5160,4,1,1,6,Mid-Value,Potential Loyalists
37464,16/09/2011,2908,1,9040,1,1,1,3,Low-Value,Lost
37465,30/03/2015,1617,7,67200,3,1,1,5,Low-Value,At Risk Customers
37466,02/10/2018,335,16,120000,5,1,1,7,High-Value,Potential Loyalists
37467,30/09/2012,2528,1,14900,2,1,1,4,Low-Value,Can't Lose
37468,23/02/2017,921,2,18500,4,1,1,6,Mid-Value,Potential Loyalists
37469,19/07/2017,775,16,29393,4,1,1,6,Mid-Value,Potential Loyalists
37470,30/06/2015,1525,4,7397.89,3,1,1,5,Low-Value,At Risk Customers
37471,30/09/2012,2528,2,3870,2,1,1,4,Low-Value,Can't Lose
37472,30/09/2016,1067,10,164439.48,4,1,1,6,Mid-Value,Potential Loyalists
37474,05/08/2011,2950,1,1000,1,1,1,3,Low-Value,Lost
37475,17/05/2013,2299,2,34076.51,2,1,1,4,Low-Value,Can't Lose
37516,30/04/2019,125,33,142550,5,1,1,7,High-Value,Potential Loyalists
37517,12/08/2011,2943,1,5000,1,1,1,3,Low-Value,Lost
